timestamp,data,prediction-5step
datetime,float,float
,,
0,16624.0,nan
1,14634.0,nan
2,13888.0,nan
3,17430.0,nan
4,21919.0,nan
5,23633.0,nan
6,24512.0,nan
7,24887.0,nan
8,26872.0,nan
9,22009.0,nan
10,18259.0,nan
11,20844.0,nan
12,22576.0,nan
13,22401.0,nan
14,19056.0,nan
15,17518.0,nan
16,15307.0,nan
17,12646.0,nan
18,10562.0,nan
19,8416.0,nan
20,7098.0,nan
21,5826.0,nan
22,4383.0,nan
23,3270.0,nan
24,2948.0,nan
25,3146.0,nan
26,3077.0,nan
27,3000.0,nan
28,4592.0,nan
29,6486.0,nan
30,10113.0,nan
31,12240.0,nan
32,14574.0,nan
33,16778.0,nan
34,18910.0,nan
35,18350.0,nan
36,17218.0,nan
37,16097.0,nan
38,16409.0,nan
39,15893.0,nan
40,16778.0,nan
41,17604.0,nan
42,18665.0,nan
43,19045.0,nan
44,19261.0,nan
45,19363.0,nan
46,19078.0,nan
47,18193.0,nan
48,16635.0,nan
49,14615.0,nan
50,13759.0,nan
51,17008.0,nan
52,19595.0,nan
53,21328.0,nan
54,22661.0,nan
55,29985.0,nan
56,21501.0,nan
57,22684.0,nan
58,22188.0,nan
59,22663.0,nan
60,19573.0,nan
61,17136.0,nan
62,16606.0,nan
63,16166.0,nan
64,16020.0,nan
65,15591.0,nan
66,14395.0,nan
67,12535.0,nan
68,11341.0,nan
69,9980.0,nan
70,8404.0,nan
71,7200.0,nan
72,6578.0,nan
73,5657.0,nan
74,4474.0,nan
75,3459.0,nan
76,3276.0,nan
77,3595.0,nan
78,4240.0,nan
79,4828.0,nan
80,4926.0,nan
81,5165.0,nan
82,5776.0,nan
83,7338.0,nan
84,7839.0,nan
85,8623.0,nan
86,9731.0,nan
87,11024.0,nan
88,13231.0,nan
89,13613.0,nan
90,13737.0,nan
91,15574.0,nan
92,14226.0,nan
93,18480.0,nan
94,18265.0,nan
95,16575.0,nan
96,16417.0,nan
97,14703.0,nan
98,13469.0,nan
99,12105.0,nan
100,11676.0,nan
101,15487.0,nan
102,15077.0,nan
103,14999.0,nan
104,14487.0,nan
105,14415.0,nan
106,13796.0,nan
107,14036.0,nan
108,14021.0,nan
109,15593.0,nan
110,16589.0,nan
111,17984.0,nan
112,18035.0,nan
113,17576.0,nan
114,16189.0,nan
115,14441.0,nan
116,12535.0,nan
117,11006.0,nan
118,9151.0,nan
119,8010.0,nan
120,7096.0,nan
121,6407.0,nan
122,4421.0,nan
123,3126.0,nan
124,2514.0,nan
125,2550.0,nan
126,3148.0,nan
127,3658.0,nan
128,4345.0,nan
129,4682.0,nan
130,6248.0,nan
131,7454.0,nan
132,9010.0,nan
133,10280.0,nan
134,11488.0,nan
135,11595.0,nan
136,13098.0,nan
137,12623.0,nan
138,13031.0,nan
139,13263.0,nan
140,13349.0,nan
141,13822.0,nan
142,13716.0,nan
143,13919.0,nan
144,14203.0,nan
145,13179.0,nan
146,13708.0,nan
147,13897.0,nan
148,14740.0,nan
149,14575.0,nan
150,16085.0,nan
151,18182.0,nan
152,16861.0,nan
153,14140.0,nan
154,14477.0,nan
155,15293.0,nan
156,15457.0,nan
157,16048.0,nan
158,17477.0,nan
159,16391.0,nan
160,17006.0,nan
161,15427.0,nan
162,14615.0,nan
163,13124.0,nan
164,12222.0,nan
165,11134.0,nan
166,9145.0,nan
167,8624.0,nan
168,7885.0,nan
169,7167.0,nan
170,4805.0,nan
171,3103.0,nan
172,2671.0,nan
173,2510.0,nan
174,2917.0,nan
175,3189.0,nan
176,4107.0,nan
177,4122.0,nan
178,5654.0,nan
179,6360.0,nan
180,8406.0,nan
181,9372.0,nan
182,11067.0,nan
183,11595.0,nan
184,12909.0,nan
185,13715.0,nan
186,13648.0,nan
187,14296.0,nan
188,14798.0,nan
189,15473.0,nan
190,16032.0,nan
191,14661.0,nan
192,14836.0,nan
193,13700.0,nan
194,14565.0,nan
195,15392.0,nan
196,16866.0,nan
197,16893.0,nan
198,16877.0,nan
199,17025.0,nan
200,15884.0,nan
201,14487.0,nan
202,14159.0,nan
203,16135.0,nan
204,16165.0,nan
205,14025.0,nan
206,13970.0,nan
207,13198.0,nan
208,11355.0,nan
209,8675.0,nan
210,7180.0,nan
211,5178.0,nan
212,3658.0,nan
213,3181.0,nan
214,2402.0,nan
215,1944.0,nan
216,1877.0,nan
217,2257.0,nan
218,2280.0,nan
219,2575.0,nan
220,4174.0,nan
221,6346.0,nan
222,10594.0,nan
223,12632.0,nan
224,14893.0,nan
225,16470.0,nan
226,18998.0,nan
227,17792.0,nan
228,16396.0,nan
229,14128.0,nan
230,14161.0,nan
231,14154.0,nan
232,15074.0,nan
233,15188.0,nan
234,15483.0,nan
235,15338.0,nan
236,16242.0,nan
237,16579.0,nan
238,16885.0,nan
239,16824.0,nan
240,16238.0,nan
241,15702.0,nan
242,15132.0,nan
243,17500.0,nan
244,19167.0,nan
245,21398.0,nan
246,22382.0,nan
247,22270.0,nan
248,20575.0,nan
249,18824.0,nan
250,17909.0,nan
251,19707.0,nan
252,19066.0,nan
253,17755.0,nan
254,16583.0,nan
255,14955.0,nan
256,11849.0,nan
257,9292.0,nan
258,8110.0,nan
259,7352.0,nan
260,5049.0,nan
261,3451.0,nan
262,2465.0,nan
263,2125.0,nan
264,1877.0,nan
265,2069.0,nan
266,2080.0,nan
267,2375.0,nan
268,4303.0,nan
269,6537.0,nan
270,11331.0,nan
271,13565.0,nan
272,16455.0,nan
273,18310.0,nan
274,20288.0,nan
275,19564.0,nan
276,19380.0,nan
277,16507.0,nan
278,16939.0,nan
279,16113.0,nan
280,17537.0,nan
281,18120.0,nan
282,18038.0,nan
283,17870.0,nan
284,18427.0,nan
285,18971.0,nan
286,19071.0,nan
287,18646.0,nan
288,18229.0,nan
289,15977.0,nan
290,15026.0,nan
291,17398.0,nan
292,20865.0,nan
293,23875.0,nan
294,25290.0,nan
295,25510.0,nan
296,24535.0,nan
297,21922.0,nan
298,20113.0,nan
299,22079.0,nan
300,23111.0,nan
301,25209.0,nan
302,21978.0,nan
303,18320.0,nan
304,14881.0,nan
305,12053.0,nan
306,9409.0,nan
307,7740.0,nan
308,5528.0,nan
309,4667.0,nan
310,3242.0,nan
311,2678.0,nan
312,2370.0,nan
313,2475.0,nan
314,2304.0,nan
315,2491.0,nan
316,4117.0,nan
317,6435.0,nan
318,11067.0,nan
319,13384.0,nan
320,17194.0,nan
321,18510.0,nan
322,20464.0,nan
323,19777.0,nan
324,18928.0,nan
325,17243.0,nan
326,17490.0,nan
327,16558.0,nan
328,17830.0,nan
329,18203.0,nan
330,18126.0,nan
331,18122.0,nan
332,18488.0,nan
333,18487.0,nan
334,18542.0,nan
335,18240.0,nan
336,17393.0,nan
